date, rr, since_start, window, lap
2017-06-27 18:34:21 +0000, 861.111111, 1494.444444, 1, 0 
2017-06-27 18:34:21 +0000, 861.111111, 2355.555556, 1, 0 
2017-06-27 18:34:21 +0000, 844.444444, 3200.000000, 1, 0 
2017-06-27 18:34:21 +0000, 838.888889, 4038.888889, 1, 0 
2017-06-27 18:34:21 +0000, 733.333333, 4772.222222, 1, 0 
2017-06-27 18:34:21 +0000, 700.000000, 6861.111111, 1, 0 
2017-06-27 18:34:21 +0000, 694.444444, 7555.555556, 1, 0 
2017-06-27 18:34:21 +0000, 711.111111, 8266.666667, 1, 0 
2017-06-27 18:34:21 +0000, 777.777778, 9044.444444, 1, 0 
2017-06-27 18:34:21 +0000, 827.777778, 9872.222222, 1, 0 
2017-06-27 18:34:31 +0000, 844.444444, 10716.666667, 2, 0 
2017-06-27 18:34:31 +0000, 872.222222, 11588.888889, 2, 0 
2017-06-27 18:34:31 +0000, 922.222222, 12511.111111, 2, 0 
2017-06-27 18:34:31 +0000, 950.000000, 13461.111111, 2, 0 
2017-06-27 18:34:31 +0000, 1000.000000, 14461.111111, 2, 0 
2017-06-27 18:34:31 +0000, 1033.333333, 15494.444444, 2, 0 
2017-06-27 18:34:31 +0000, 1066.666667, 16561.111111, 2, 0 
2017-06-27 18:34:31 +0000, 1055.555556, 17616.666667, 2, 0 
2017-06-27 18:34:31 +0000, 1000.000000, 18616.666667, 2, 0 
2017-06-27 18:34:31 +0000, 861.111111, 19477.777778, 2, 0 
2017-06-27 18:34:41 +0000, 783.333333, 20261.111111, 3, 0 
2017-06-27 18:34:41 +0000, 783.333333, 21044.444444, 3, 0 
2017-06-27 18:34:41 +0000, 783.333333, 21827.777778, 3, 0 
2017-06-27 18:34:41 +0000, 855.555556, 22683.333333, 3, 0 
2017-06-27 18:34:41 +0000, 1016.666667, 23700.000000, 3, 0 
2017-06-27 18:34:41 +0000, 1061.111111, 24761.111111, 3, 0 
2017-06-27 18:34:41 +0000, 1116.666667, 25877.777778, 3, 0 
2017-06-27 18:34:41 +0000, 1144.444444, 27022.222222, 3, 0 
2017-06-27 18:34:41 +0000, 1055.555556, 28077.777778, 3, 0 
2017-06-27 18:34:41 +0000, 1083.333333, 29161.111111, 3, 0 
2017-06-27 18:34:51 +0000, 1111.111111, 30272.222222, 4, 0 
2017-06-27 18:34:51 +0000, 961.111111, 31233.333333, 4, 0 
2017-06-27 18:34:51 +0000, 900.000000, 32133.333333, 4, 0 
2017-06-27 18:34:51 +0000, 883.333333, 33016.666667, 4, 0 
2017-06-27 18:34:51 +0000, 855.555556, 33872.222222, 4, 0 
2017-06-27 18:34:51 +0000, 1050.000000, 35777.777778, 4, 0 
