date, rr, since_start, window, lap
2017-06-20 13:51:02 +0000, 1020.000000, 2016.000000, 1, 0 
2017-06-20 13:51:03 +0000, 1015.000000, 3031.000000, 1, 0 
2017-06-20 13:51:04 +0000, 1152.000000, 4183.000000, 1, 0 
2017-06-20 13:51:05 +0000, 1090.000000, 5273.000000, 1, 0 
2017-06-20 13:51:06 +0000, 1071.000000, 6344.000000, 1, 0 
2017-06-20 13:51:07 +0000, 1027.000000, 7371.000000, 1, 0 
2017-06-20 13:51:08 +0000, 1063.000000, 8434.000000, 1, 0 
2017-06-20 13:51:09 +0000, 1073.000000, 9507.000000, 1, 0 
2017-06-20 13:51:10 +0000, 1069.000000, 10576.000000, 1, 0 
2017-06-20 13:51:11 +0000, 1091.000000, 11667.000000, 1, 0 
2017-06-20 13:51:12 +0000, 1107.000000, 12774.000000, 2, 0 
2017-06-20 13:51:14 +0000, 1125.000000, 13899.000000, 2, 0 
2017-06-20 13:51:15 +0000, 1158.000000, 15057.000000, 2, 0 
2017-06-20 13:51:16 +0000, 1107.000000, 16164.000000, 2, 0 
2017-06-20 13:51:17 +0000, 1068.000000, 17232.000000, 2, 0 
2017-06-20 13:51:18 +0000, 1158.000000, 18390.000000, 2, 0 
2017-06-20 13:51:19 +0000, 1078.000000, 19468.000000, 2, 0 
2017-06-20 13:51:20 +0000, 1083.000000, 20551.000000, 2, 0 
2017-06-20 13:51:21 +0000, 1136.000000, 21687.000000, 2, 0 
2017-06-20 13:51:22 +0000, 1105.000000, 22792.000000, 3, 0 
2017-06-20 13:51:23 +0000, 1031.000000, 23823.000000, 3, 0 
2017-06-20 13:51:24 +0000, 972.000000, 24795.000000, 3, 0 
2017-06-20 13:51:25 +0000, 986.000000, 25781.000000, 3, 0 
2017-06-20 13:51:26 +0000, 964.000000, 26745.000000, 3, 0 
2017-06-20 13:51:27 +0000, 1019.000000, 27764.000000, 3, 0 
2017-06-20 13:51:28 +0000, 975.000000, 28739.000000, 3, 0 
2017-06-20 13:51:29 +0000, 955.000000, 29694.000000, 3, 0 
2017-06-20 13:51:30 +0000, 1002.000000, 30696.000000, 3, 0 
2017-06-20 13:51:31 +0000, 1056.000000, 31752.000000, 3, 0 
2017-06-20 13:51:32 +0000, 1015.000000, 32767.000000, 4, 0 
2017-06-20 13:51:33 +0000, 975.000000, 33742.000000, 4, 0 
2017-06-20 13:51:34 +0000, 971.000000, 34713.000000, 4, 0 
2017-06-20 13:51:35 +0000, 984.000000, 35697.000000, 4, 0 
2017-06-20 13:51:36 +0000, 940.000000, 36637.000000, 4, 0 
2017-06-20 13:51:37 +0000, 879.000000, 37516.000000, 4, 0 
2017-06-20 13:51:37 +0000, 892.000000, 38408.000000, 4, 0 
2017-06-20 13:51:38 +0000, 941.000000, 39349.000000, 4, 0 
2017-06-20 13:51:39 +0000, 954.000000, 40303.000000, 4, 0 
2017-06-20 13:51:40 +0000, 951.000000, 41254.000000, 4, 0 
2017-06-20 13:51:41 +0000, 931.000000, 42185.000000, 4, 0 
2017-06-20 13:51:42 +0000, 967.000000, 43152.000000, 5, 0 
2017-06-20 13:51:43 +0000, 947.000000, 44099.000000, 5, 0 
2017-06-20 13:51:44 +0000, 945.000000, 45044.000000, 5, 0 
2017-06-20 13:51:45 +0000, 876.000000, 45920.000000, 5, 0 
2017-06-20 13:51:46 +0000, 827.000000, 46747.000000, 5, 0 
2017-06-20 13:51:46 +0000, 815.000000, 47562.000000, 5, 0 
2017-06-20 13:51:47 +0000, 843.000000, 48405.000000, 5, 0 
2017-06-20 13:51:48 +0000, 859.000000, 49264.000000, 5, 0 
2017-06-20 13:51:49 +0000, 844.000000, 50108.000000, 5, 0 
2017-06-20 13:51:50 +0000, 951.000000, 51059.000000, 5, 0 
2017-06-20 13:51:51 +0000, 972.000000, 52031.000000, 5, 0 
2017-06-20 13:51:52 +0000, 920.000000, 52951.000000, 6, 0 
2017-06-20 13:51:53 +0000, 936.000000, 53887.000000, 6, 0 
2017-06-20 13:51:54 +0000, 930.000000, 54817.000000, 6, 0 
2017-06-20 13:51:54 +0000, 946.000000, 55763.000000, 6, 0 
2017-06-20 13:51:55 +0000, 950.000000, 56713.000000, 6, 0 
2017-06-20 13:51:56 +0000, 897.000000, 57610.000000, 6, 0 
2017-06-20 13:51:57 +0000, 893.000000, 58503.000000, 6, 0 
2017-06-20 13:51:58 +0000, 893.000000, 59396.000000, 6, 0 
2017-06-20 13:51:59 +0000, 901.000000, 60297.000000, 6, 0 
2017-06-20 13:52:00 +0000, 965.000000, 61262.000000, 6, 0 
2017-06-20 13:52:01 +0000, 888.000000, 62150.000000, 6, 0 
2017-06-20 13:52:02 +0000, 937.000000, 63087.000000, 7, 0 
2017-06-20 13:52:02 +0000, 919.000000, 64006.000000, 7, 0 
2017-06-20 13:52:03 +0000, 991.000000, 64997.000000, 7, 0 
2017-06-20 13:52:04 +0000, 945.000000, 65942.000000, 7, 0 
2017-06-20 13:52:05 +0000, 930.000000, 66872.000000, 7, 0 
2017-06-20 13:52:06 +0000, 910.000000, 67782.000000, 7, 0 
2017-06-20 13:52:07 +0000, 921.000000, 68703.000000, 7, 0 
2017-06-20 13:52:08 +0000, 964.000000, 69667.000000, 7, 0 
2017-06-20 13:52:09 +0000, 978.000000, 70645.000000, 7, 0 
2017-06-20 13:52:10 +0000, 986.000000, 71631.000000, 7, 0 
2017-06-20 13:52:11 +0000, 1006.000000, 72637.000000, 7, 0 
2017-06-20 13:52:12 +0000, 1045.000000, 73682.000000, 8, 0 
2017-06-20 13:52:13 +0000, 1010.000000, 74692.000000, 8, 0 
2017-06-20 13:52:14 +0000, 986.000000, 75678.000000, 8, 0 
2017-06-20 13:52:15 +0000, 936.000000, 76614.000000, 8, 0 
2017-06-20 13:52:16 +0000, 984.000000, 77598.000000, 8, 0 
2017-06-20 13:52:17 +0000, 1017.000000, 78615.000000, 8, 0 
2017-06-20 13:52:18 +0000, 949.000000, 79564.000000, 8, 0 
2017-06-20 13:52:19 +0000, 955.000000, 80519.000000, 8, 0 
2017-06-20 13:52:20 +0000, 951.000000, 81470.000000, 8, 0 
2017-06-20 13:52:21 +0000, 1013.000000, 82483.000000, 8, 0 
2017-06-20 13:52:22 +0000, 1028.000000, 83511.000000, 9, 0 
2017-06-20 13:52:22 +0000, 946.000000, 84457.000000, 9, 0 
2017-06-20 13:52:23 +0000, 943.000000, 85400.000000, 9, 0 
2017-06-20 13:52:24 +0000, 964.000000, 86364.000000, 9, 0 
2017-06-20 13:52:25 +0000, 972.000000, 87336.000000, 9, 0 
2017-06-20 13:52:26 +0000, 958.000000, 88294.000000, 9, 0 
2017-06-20 13:52:27 +0000, 912.000000, 89206.000000, 9, 0 
