date, rr, since start
2017-06-20 21:28:00 +0000, 791, 1582
2017-06-20 21:28:01 +0000, 855, 2437
2017-06-20 21:28:02 +0000, 916, 3353
2017-06-20 21:28:03 +0000, 1037, 4390
2017-06-20 21:28:04 +0000, 1117, 5507
2017-06-20 21:28:05 +0000, 1188, 6695
2017-06-20 21:28:06 +0000, 1095, 7790
2017-06-20 21:28:07 +0000, 916, 8706
2017-06-20 21:28:08 +0000, 799, 9505
2017-06-20 21:28:09 +0000, 757, 10262
2017-06-20 21:28:09 +0000, 771, 11033
2017-06-20 21:28:10 +0000, 861, 11894
2017-06-20 21:28:11 +0000, 918, 12812
2017-06-20 21:28:12 +0000, 943, 13755
2017-06-20 21:28:13 +0000, 941, 14696
2017-06-20 21:28:14 +0000, 970, 15666
2017-06-20 21:28:15 +0000, 947, 16613
2017-06-20 21:28:16 +0000, 906, 17519
2017-06-20 21:28:17 +0000, 873, 18392
2017-06-20 21:28:18 +0000, 771, 19163
2017-06-20 21:28:18 +0000, 799, 19962
2017-06-20 21:28:19 +0000, 862, 20824
2017-06-20 21:28:20 +0000, 871, 21695
2017-06-20 21:28:21 +0000, 905, 22600
2017-06-20 21:28:22 +0000, 924, 23524
2017-06-20 21:28:23 +0000, 951, 24475
2017-06-20 21:28:24 +0000, 927, 25402
2017-06-20 21:28:25 +0000, 903, 26305
2017-06-20 21:28:26 +0000, 873, 27178
2017-06-20 21:28:26 +0000, 764, 27942
2017-06-20 21:28:27 +0000, 782, 28724
2017-06-20 21:28:28 +0000, 857, 29581
2017-06-20 21:28:29 +0000, 861, 30442
2017-06-20 21:28:31 +0000, 870, 31312
2017-06-20 21:28:32 +0000, 886, 32198
2017-06-20 21:28:33 +0000, 905, 33103
2017-06-20 21:28:33 +0000, 910, 34013
2017-06-20 21:28:34 +0000, 903, 34916
2017-06-20 21:28:35 +0000, 879, 35795
2017-06-20 21:28:36 +0000, 858, 36653
2017-06-20 21:28:37 +0000, 836, 37489
2017-06-20 21:28:38 +0000, 832, 38321
2017-06-20 21:28:39 +0000, 839, 39160
2017-06-20 21:28:39 +0000, 855, 40015
2017-06-20 21:28:40 +0000, 865, 40880
2017-06-20 21:28:40 +0000, 883, 41763
2017-06-20 21:28:41 +0000, 897, 42660
2017-06-20 21:28:42 +0000, 908, 43568
2017-06-20 21:28:43 +0000, 905, 44473
2017-06-20 21:28:44 +0000, 877, 45350
2017-06-20 21:28:45 +0000, 855, 46205
2017-06-20 21:28:45 +0000, 838, 47043
2017-06-20 21:28:46 +0000, 829, 47872
2017-06-20 21:28:47 +0000, 832, 48704
2017-06-20 21:28:48 +0000, 839, 49543
2017-06-20 21:28:49 +0000, 861, 50404
2017-06-20 21:28:50 +0000, 896, 51300
2017-06-20 21:28:51 +0000, 933, 52233
2017-06-20 21:28:52 +0000, 957, 53190
2017-06-20 21:28:53 +0000, 945, 54135
2017-06-20 21:28:53 +0000, 922, 55057
2017-06-20 21:28:54 +0000, 924, 55981
2017-06-20 21:28:55 +0000, 881, 56862
2017-06-20 21:28:56 +0000, 846, 57708
2017-06-20 21:28:57 +0000, 825, 58533
2017-06-20 21:28:58 +0000, 815, 59348
2017-06-20 21:28:59 +0000, 841, 60189
2017-06-20 21:28:59 +0000, 861, 61050
2017-06-20 21:29:00 +0000, 888, 61938
2017-06-20 21:29:01 +0000, 923, 62861
2017-06-20 21:29:02 +0000, 958, 63819
2017-06-20 21:29:03 +0000, 962, 64781
2017-06-20 21:29:04 +0000, 976, 65757
2017-06-20 21:29:05 +0000, 935, 66692
2017-06-20 21:29:06 +0000, 891, 67583
2017-06-20 21:29:07 +0000, 849, 68432
2017-06-20 21:29:08 +0000, 834, 69266
2017-06-20 21:29:08 +0000, 771, 70037
2017-06-20 21:29:09 +0000, 818, 70855
2017-06-20 21:29:10 +0000, 829, 71684
2017-06-20 21:29:11 +0000, 838, 72522
2017-06-20 21:29:12 +0000, 854, 73376
2017-06-20 21:29:13 +0000, 859, 74235
2017-06-20 21:29:15 +0000, 874, 75109
2017-06-20 21:29:15 +0000, 889, 75998
2017-06-20 21:29:16 +0000, 890, 76888
2017-06-20 21:29:17 +0000, 888, 77776
2017-06-20 21:29:18 +0000, 880, 78656
